题目,答案要点,难度,相关岗位,标签,题目类型
什么是点击穿透，怎么解决？,情景一：蒙层点击穿透问题，点击蒙层（mask）上的关闭按钮，蒙层消失后发现触发了按钮下面元素的click事件。；情景二：跨页面点击穿透问题：如果按钮下面恰好是一个有href属性的a标签，那么页面就会发生跳转。；情景三：另一种跨页面点击穿透问题：这次没有mask了，直接点击页内按钮跳转至新页，然后发现新页面中对应位置元素的click事件被触发了。；情景四：不过概率很低，就是新页面中对应位置元素恰好是a标签，然后就发生连续跳转了。；上层元素监听了触摸事件，触摸之后该层元素消失；下层元素具有点击特性（监听了click事件或默认的特性（a标签、input、button标签））；方法一：书写规范问题，不要混用touch和click；方法二：吃掉（或者说是消费掉）touch之后的click，依旧用tap，只是在可能发生点击穿透的情形做额外的处理，拿个东西来挡住、或者tap后延迟350毫秒再隐藏mask、pointer-events、在下面元素的事件处理器里做检测（配合全局flag）等。,2,web前端开发,JavaScript,技术知识
移动端的点击事件的有延迟，时间是多久，为什么会有？ 怎么解决这个延时？,通过 meta 标签禁用网页的缩放。；通过 meta 标签将网页的 viewport 设置为 ideal viewport。；调用一些 js 库，比如 FastClick,1,web前端开发,JavaScript,技术知识
如何判断当前脚本运行在浏览器还是 node 环境中？,通过判断 Global 对象是否为 window，如果不为 window，当前脚本没有运行在浏览器中。,2,web前端开发,JavaScript、this,技术知识
"\['10', '10', '10', '10', '10'].map(parseInt)","string 要被解析的值；radix 一个介于2和36之间的整数(数学系统的基础)，表示上述字符串的基数；返回值 返回一个整数或NaN；currentValue 是callback 数组中正在处理的当前元素。；index可选, 是callback 数组中正在处理的当前元素的索引。；array可选, 是callback map 方法被调用的数组。；另外还有thisArg可选, 执行 callback 函数时使用的this 值",2,web前端开发,JavaScript、const、var、Map,技术知识
JavaScript中的错误有哪几种类型？,Error；EvalError；RangeError；ReferenceError；SyntaxError；TypeError；URIError,2,web前端开发,JavaScript、递归、继承、var,技术知识
什么是“事件代理”？,捕获阶段：从window对象传导到目标节点（上层传到底层）称为“捕获阶段”（capture phase），捕获阶段不会响应任何事件；目标阶段：在目标节点上触发，称为“目标阶段”；冒泡阶段：从目标节点传导回window对象（从底层传回上层），称为“冒泡阶段”（bubbling phase）；可以大量节省内存占用，减少事件注册。；可以实现当新增子对象时无需再次对其绑定（动态绑定事件）,2,web前端开发,JavaScript、事件委托、事件冒泡、Ajax,技术知识
Promise.all 和 Promise.allSettled 有什么区别？,一句话概括Promise.allSettled和Promise.all的最大不同：Promise.allSettled永远不会被reject。；Promise.all的痛点；当需要处理多个Promise并行时，大多数情况下Promise.all用起来是非常顺手的，比如下面这样；可是，是一旦有一个promise出现了异常，被reject了，情况就会变的麻烦。,3,web前端开发,JavaScript、Promise、const,技术知识
JS中怎么阻止事件冒泡和默认事件？,event.stopPropagation()方法；这是阻止事件的冒泡方法，不让事件向 document 上蔓延，但是默认事件任然会执行，当你掉用这个方法的时候，如果点击一个连接，这个连接仍然会被打开；event.preventDefault()方法；这是阻止默认事件的方法，比如在a标签的绑定事件上调用此方法，链接则不会被打开，但是会发生冒泡，冒泡会传递到上一层的父元素,2,web前端开发,JavaScript、事件冒泡,技术知识
谈谈你对事件冒泡和捕获的理解,第一个参数是需要绑定的事件；第二个参数是触发事件后要执行的函数；第三个参数默认值是false，表示在事件冒泡阶段调用事件处理函数;如果参数为true，则表示在事件捕获阶段调用处理函数。,2,web前端开发,JavaScript、事件冒泡,技术知识
js中如何判断一个值是否是数组类型？,"Array.isArray；Object.prototype.isPrototypeOf；使用Object的原型方法isPrototypeOf，判断两个对象的原型是否一样, isPrototypeOf() 方法用于测试一个对象是否存在于另一个对象的原型链上。；Object.getPrototypeOf",3,web前端开发,JavaScript、原型链、const,技术知识
浏览器为什么要有跨域限制？,"做一个假网站，里面用 iframe 嵌套一个银行网站 <span style=""color: rgb(36,91,219); background-color: inherit"">http://mybank.com</span> <span style=""color: rgb(36,91,21…；把 iframe 宽高啥的调整到页面全部，这样用户进来除了域名，别的部分和银行的网站没有任何差别。；这时如果用户输入账号密码，我们的主网站可以跨域访问到 [<span style=""color: rgb(36,91,219); background-color: inherit"">http://mybank.com</span>](http://mybank.com/) 的 dom 节点，就…；用户登录了自己的银行页面 <span style=""color: rgb(36,91,219); background-color: inherit"">http://mybank.com</span> <span style=""color: rgb(36,91,219); background…；用户…",3,web前端开发,JavaScript、同源策略、跨域、Cookie,技术知识
浏览器的同源策略是什么？,同源策略（Same origin policy）是一种约定，它是浏览器最核心也最基本的安全功能，如果缺少了同源策略，则浏览器的正常功能可能都会受到影响：DOM 同源策略：禁止对不同源页面 DOM 进行操作；XMLHttpRequest 同源策略：禁止使用 XHR 对象向不同源的服务器地址发起 HTTP 请求。,3,web前端开发,JavaScript、同源策略、跨域、HTTP,技术知识
浏览器的垃圾回收机制有哪些？,标记清理；引用计数；变量进入上下文，也可理解为作用域，会加上标记，证明其存在于该上下文；将所有在上下文中的变量以及上下文中被访问引用的变量标记去掉，表明这些变量活跃有用；在此之后再被加上标记的变量标记为准备删除的变量，因为上下文中的变量已经无法访问它们；执行内存清理，销毁带标记的所有非活跃值并回收之前被占用的内存；由于是从根对象(全局对象)开始查找，对于那些无法从根对象查询到的对象都将被清除；回收后会形成内存碎片，影响后面申请大的连续内存空间；声明一个变量，赋予它一个引用值时，计数+1；同一个值被赋予另外一个变量时，引用+1,4,web前端开发,JavaScript、作用域、内存泄漏、垃圾回收,技术知识
xml和json有什么区别？,JSON是JavaScript Object Notation；JSON是基于JavaScript语言；JSON是一种表示对象的方式；JSON不提供对命名空间的任何支持；JSON支持数组；XML的文件相对难以阅读和解释；JSON不使用结束标记；JSON的安全性较低；JSON不支持注释；JSON仅支持UTF-8编码,3,web前端开发,JavaScript、JSON,技术知识
document.write和innerHTML有什么区别？,innerHTML则是DOM页面元素的一个属性，代表该元素的html内容；innerHTML将内容写入某个DOM节点，不会导致页面全部重绘；innerHTML很多情况下都优于document.write，其原因在于其允许更精确的控制要刷新页面的那一个部分。,3,web前端开发,JavaScript、重绘,技术知识
使用原生js给一个按钮绑定两个onclick事件,,2,web前端开发,JavaScript、var,技术知识
123\['toString'].length + 123 的输出值是多少？,function的length；function的length，就是第一个具有默认值之前的参数个数。；在函数的形参中，还有剩余参数这个东西，那如果具有剩余参数，会是怎么算呢？；可以看出，剩余参数是不算进length的计算之中的。,2,web前端开发,JavaScript,技术知识
for...in和for...of有什么区别？,for…of 遍历获取的是对象的键值，for…in 获取的是对象的键名；for… in 会遍历对象的整个原型链，性能非常差不推荐使用，而 for … of 只遍历当前对象不会遍历原型链；对于数组的遍历，for…in 会返回数组中所有可枚举的属性(包括原型链上可枚举的属性)，for…of 只返回数组的下标对应的属性值,3,web前端开发,JavaScript、原型链、Generator、Iterator,技术知识
什么是类数组对象？,一个拥有 length 属性和若干索引属性的对象就可以被称为类数组对象，类数组对象和数组类似，但是不能调用数组的方法；常见的类数组转换为数组的方法有这样几种：；（1）通过 call 调用数组的 slice 方法来实现转换；（2）通过 call 调用数组的 splice 方法来实现转换,2,web前端开发,JavaScript、DOM,技术知识
JavaScript脚本延迟加载的方式有哪些？,defer 属性： 给 js 脚本添加 defer 属性，这个属性会让脚本的加载与文档的解析同步解析，然后在文档解析完成后再执行这个脚本文件，这样的话就能使页面的渲染不被阻塞；async 属性： 给 js 脚本添加 async 属性，这个属性会使脚本异步加载，不会阻塞页面的解析过程，但是当脚本加载完成后立即执行 js 脚本，这个时候如果文档没有解析完成的话同样会阻塞；动态创建 DOM 方式： 动态创建 DOM 标签的方式，可以对文档的加载事件进行监听，当文档加载完成后再动态的创建 script 标签来引入 js 脚本。；使用 setTimeout 延迟方法： 设置一个定时器来延迟加载js脚本文件；让 JS 最后加载： 将 js 脚本放在文档的底部，来使 js 脚本尽可能的在最后来加载执行。,3,web前端开发,JavaScript、DOM,技术知识
箭头函数的 this 指向哪⾥？,箭头函数不同于传统JavaScript中的函数，箭头函数并没有属于⾃⼰的this，它所谓的this是捕获其所在上下⽂的 this 值，作为⾃⼰的 this 值，并且由于没有属于⾃⼰的this，所以是不会被new调⽤的，这个所谓的this也不会被改变。；可以⽤Babel理解⼀下箭头函数:,3,web前端开发,JavaScript、箭头函数、Babel、this,技术知识
如果new一个箭头函数会怎么样？,创建一个空的简单JavaScript对象（即{}）；为步骤1新创建的对象添加属性\_\_proto\_\_，将该属性链接至构造函数的原型对象 ；将步骤1新创建的对象作为this的上下文 ；如果该函数没有返回对象，则返回this。,2,web前端开发,JavaScript、箭头函数,技术知识
object.assign和扩展运算法是深拷贝还是浅拷贝，两者区别是什么？,Object.assign()：Object.assign(),2,web前端开发,JavaScript、深拷贝、浅拷贝、Symbol,技术知识
typeof NaN 的结果是什么？,NaN 指“不是一个数字”（not a number），NaN 是一个“警戒值”（sentinel value，有特殊用途的常规值），用于指出数字类型中的错误情况，即“执行数学运算没有成功，这是失败后返回的结果”。；NaN 是一个特殊值，它和自身不相等，是唯一一个非自反（自反，reflexive，即 x === x 不成立）的值,1,web前端开发,JavaScript,技术知识
数据类型检测的方式有哪些？,其中数组、对象、null都会被判断为object，其他判断都正确。；（2）instanceof；instanceof可以正确判断对象的类型，其内部运行机制是判断在其原型链中能否找到该类型的原型。；可以看到，instanceof只能正确判断引用数据类型，而不能判断基本数据类型,3,web前端开发,JavaScript、原型链、var,技术知识
Object.is() 与比较操作符 “===”、“==” 的区别？,使用双等号（==）进行相等判断时，如果两边的类型不一致，则会进行强制类型转化后再进行比较。：使用三等号（===）进行相等判断时，如果两边的类型不一致时，不会做强制类型准换，直接返回 false。；使用 Object.is 来进行相等判断时，一般情况下和三等号的判断相同，它处理了一些特殊的情况，比如 -0 和 +0 不再相等，两个 NaN 是相等的。,2,web前端开发,JavaScript,技术知识
isNaN 和 Number.isNaN 函数有什么区别？,全局属性 NaN 的值表示不是一个数字（Not-A-Number）。：函数 isNaN 接收参数后，会尝试将这个参数转换为数值，任何不能被转换为数值的的值都会返回 true，因此非数字值传入也会返回 true ，会影响 NaN 的判断。；函数 Number.isNaN 会首先判断传入参数是否为数字，如果是数字再继续判断是否为 NaN ，不会进行数据类型的转换，这种方法对于 NaN 的判断更为准确。,2,web前端开发,JavaScript,技术知识
"使用Promise实现每隔1秒输出1,2,3",这道题比较简单的一种做法是可以用Promise配合着reduce不停的在promise后面叠加.then，请看下面的代码：,3,web前端开发,JavaScript、Promise、const,技术知识
Promise中的值穿透是什么？,解释：.then 或者 .catch 的参数期望是函数，传入非函数则会发生值穿透。；当then中传入的不是函数，则这个then返回的promise的data，将会保存上一个的promise.data,3,web前端开发,JavaScript、Promise,技术知识
如何使用js计算一个html页面有多少种标签？,如何获取所有DOM节点；伪数组如何转为数组；获取所有的DOM节点。；转化为数组；获取数组每个元素的标签名,2,web前端开发,JavaScript、Map、Set,技术知识
介绍一下 tree shaking 及其工作原理,Tree shaking 是一种通过清除多余代码方式来优化项目打包体积的技术，专业术语叫 Dead code elimination：ES6 Module引入进行静态分析，故而编译的时候正确判断到底加载了那些模块；静态分析程序流，判断那些模块和变量未被使用或者引用，进而删除对应代码,4,web前端开发,JavaScript、Tree Shaking、let、import,技术知识
base64编码图片，为什么会让数据量变大？,Base64编码的思想是是采用64个基本的ASCII码字符对数据进行重新编码；（ 注BASE64字符表：ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/）；从以上编码规则可以得知，通过Base64编码，原来的3个字节编码后将成为4个字节，即字节增加了33.3%，数据量相应变大,2,web前端开发,JavaScript,技术知识
谈谈对 window.requestAnimationFrame 的理解,"window.requestAnimationFrame() 告诉浏览器——你希望执行一个动画，并且要求浏览器在下次重绘之前调用指定的回调函数更新动画：CPU节能：使用setTimeout实现的动画，当页面被隐藏或最小化时，setTimeout 仍然在后台执行动画任务，由于此时页面处于不可见或不可用状态，刷新动画是没有意义的，完全是浪费CPU资源；函数节流：在高频率事件(resize,scroll等)中，为了防止在一个刷新间隔内发生多次函数执行，使用requestAnimationFrame可保证每个刷新间隔内，函数只被执行一次，这样既能保证流畅性，也能更好的节省函数执行的开销",3,web前端开发,JavaScript、requestAnimationFrame、重绘、节流,技术知识
谈谈 Object.defineProperty 与 Proxy 的区别？,不能监听数组的变化；必须遍历对象的每个属性；必须深层遍历嵌套的对象；Proxy 针对的整个对象，Object.defineProperty 针对单个属性，这就解决了 需要对对象进行深度递归（支持嵌套的复杂对象劫持）实现对每个属性劫持的问题；Proxy 解决了 Object.defineProperty 无法劫持数组的问题,3,web前端开发,JavaScript、Object.defineProperty、双向绑定、Proxy,技术知识
html文档渲染过程，css文件和js文件的下载，是否会阻塞渲染？,css 文件的下载和解析不会影响 DOM 的解析，但是会阻塞 DOM 的渲染；css 文件没下载并解析完成之前，后续的 js 脚本不能执行；css 文件的下载不会阻塞前面的 js 脚本执行；js 文件的下载不会阻塞前面 HTML 和 CSS 的解析：；第一，GUI 渲染线程会尽可能早的将内容呈现到屏幕上，并不会等到所有的 HTML 都解析完成之后再去构建和布局 Render Tree，而是解析完一部分内容就显示一部分内容，同时，可能还在通过网络下载其余内容；第二，文件的下载是不会被阻塞的，不管是 css 还是 js 文件，浏览器的主线程会在页面解析前开启下载，所以就算在外部脚本执行前删除脚本，脚本也还是会下载。,2,web前端开发,JavaScript、事件循环、HTTP、HTTPS,技术知识
为什么JavaScript是单线程？,JavaScript语言的一大特点就是单线程，也就是说，同一个时间只能做一件事；JavaScript的单线程，与它的用途有关；所以，为了避免复杂性，从一诞生，JavaScript就是单线程，这已经成了这门语言的核心特征，将来也不会改变。；为了利用多核CPU的计算能力，HTML5提出Web Worker标准，允许JavaScript脚本创建多个线程，但是子线程完全受主线程控制，且不得操作DOM,3,web前端开发,JavaScript、Web Worker、线程,技术知识
说说你对 Object.defineProperty 的理解,"configurable：是否可以删除目标属性或是否可以再次修改属性的特性（writable, configurable, enumerable）；enumerable：当且仅当该属性的 enumerable 键值为 true 时，该属性才会出现在对象的枚举属性中；value：该属性对应的值；writable：当且仅当该属性的 writable 键值为 true 时，属性的值，也就是上面的 value，才能被赋值运算符改变；get：属性的 getter 函数，如果没有 getter，则为 undefined；set：属性的 setter 函数，如果没有 setter，则为 undefined",2,web前端开发,JavaScript、Object.defineProperty、Symbol、枚举,技术知识
ES6中的 Reflect 对象有什么用？,将 Object 对象的一些明显属于语言内部的方法（比如 Object.defineProperty），放到 Reflect 对象上；修改某些 Object 方法的返回结果，让其变得更合理；让 Object 操作都变成函数行为；Reflect 对象的方法与 Proxy 对象的方法一一对应，只要是 Proxy 对象的方法，就能在 Reflect 对象上找到对应的方法,3,web前端开发,JavaScript、Object.defineProperty、Proxy、Reflect,技术知识
什么是尾调用优化和尾递归？,尾调用的概念非常简单，一句话就能说清楚，就是指某个函数的最后一步是调用另一个函数。；上面代码中，函数f的最后一步是调用函数g，这就叫尾调用。；以下两种情况，都不属于尾调用。；上面代码中，情况一是调用函数g之后，还有别的操作，所以不属于尾调用，即使语义完全一样,3,web前端开发,JavaScript、尾递归、递归、let,技术知识
简单介绍下 ES6 中的 Iterator 迭代器,想必大家使用过for循环、while循环等，遍历Array获取其中的值，那其他数据结构如何通过遍历获取呢？或者这样说，是否可以提供一个统一的访问机制？来访问Object、Map、Set等。；轮到Iterator迭代器出场，Iterator迭代器就是为了解决这个问题，它提供统一的接口，为不同的数据结构提供统一的访问机制；顾名思义，Iterator迭代器的出现就是为了迭代而生，为不同的集合：Object、Array、Map、Set，提供了一个统一的接口（这里接口可以简单的理解为方法，就是遍历方法）；在这里顺便提一嘴，我理解到的遍历、迭代的关系：遍历就是访问数据结构的所有元素，而迭代是遍历的一种形式。,3,web前端开发,JavaScript、原型链、Iterator、Symbol,技术知识
js对象中，可枚举性（enumerable）是什么？,for..in循环；Object.keys方法；JSON.stringify方法,2,web前端开发,JavaScript、Object.defineProperty、Symbol、枚举,技术知识
forEach 中能否使用 await ？,上面代码的输出结果是：：for...of；for循环,2,web前端开发,JavaScript、Promise、let、const,技术知识
如何中断Promise？,Promise 有个缺点就是一旦创建就无法取消，所以本质上 Promise 是无法被终止的，但我们在开发过程中可能会遇到下面两个需求：：中断调用链；中断Promise,3,web前端开发,JavaScript、Promise、const,技术知识
堆与栈有什么区别？,堆（Heap）与栈（Stack）是开发人员必须面对的两个概念，在理解这两个概念时，需要放到具体的场景下，因为不同场景下，堆与栈代表不同的含义：程序内存布局场景下，堆与栈表示两种内存管理方式；数据结构场景下，堆与栈表示两种常用的数据结构。,2,web前端开发,JavaScript、内存泄漏、链表、进程,技术知识
“严格模式”是什么？,"除了正常运行模式，ECMAscript 5添加了第二种运行模式：""严格模式""（strict mode）：消除Javascript语法的一些不合理、不严谨之处，减少一些怪异行为;",2,web前端开发,JavaScript、编译,技术知识
Object.create 和 new 有什么区别？,构造函数Foo的原型属性Foo.prototype指向了原型对象。；原型对象保存着实例共享的方法，有一个指针constructor指回构造函数。；js中只有函数有 prototype 属性，所有的对象只有 proto 隐式属性。,2,web前端开发,JavaScript、this、const、var,技术知识
为什么部分请求中，参数需要使用 encodeURIComponent 进行转码？,"一般来说，URL只能使用英文字母、阿拉伯数字和某些标点符号，不能使用其他文字和符号。；这是因为网络标准RFC 1738做了硬性规定：；<span style=""color: rgb(36,91,219); background-color: inherit""&quot;...Only alphanumerics [0-9a-zA-Z], the special characters &quot;$-_.+!&39;(),&q…；这意味着，如果URL中有汉字，就必须编码后使用",2,web前端开发,JavaScript,技术知识
JS代码中的use strict是什么意思？,消除Javascript语法的一些不合理、不严谨之处，减少一些怪异行为;消除代码运行的一些不安全之处，保证代码运行的安全;；提高编译器效率，增加运行速度;；为未来新版本的Javascript 做好铺垫。；禁止使用with语句。；禁止this关键字指向全局对象。；对象不能有重名的属性。,3,web前端开发,JavaScript、编译,技术知识
什么是变量提升？,函数在运行的时候，会首先创建执行上下文，然后将执行上下文入栈，然后当此执行上下文处于栈顶时，开始运行执行上下文。；在创建执行上下文的过程中会做三件事：创建变量对象，创建作用域链，确定 this 指向，其中创建变量对象的过程中，首先会为 arguments 创建一个属性，值为 arguments，然后会扫码 function 函数声明，创建一个同名属性，值为函数的引用，接着会扫码 var 变量声明，创建一个…,3,web前端开发,JavaScript、作用域链、作用域、变量提升,技术知识
箭头函数和普通函数有啥区别？箭头函数能当构造函数吗？,语法更加简洁、清晰；箭头函数不会创建自己的this（重要！！深入理解！！）；箭头函数继承而来的this指向永远不变（重要！！深入理解！！）；.call()/.apply()/.bind()无法改变箭头函数中this的指向；箭头函数不能作为构造函数使用；箭头函数没有自己的arguments；箭头函数没有原型prototype；箭头函数不能用作Generator函数，不能使用yeild关键字,4,web前端开发,JavaScript、作用域链、作用域、箭头函数,技术知识
WebSocket 中的心跳是为了解决什么问题？,为了定时发送消息，使连接不超时自动断线，避免后端设了超时时间自动断线：为了检测在正常连接的状态下，后端是否正常,2,web前端开发,JavaScript、WebSocket,技术知识
说说对 WebSocket 的了解,支持双向通信，实时性更强。；更好的二进制支持。；较少的控制开销；支持扩展,2,web前端开发,JavaScript、WebSocket,技术知识
Service worker是什么？,service worker是PWA的重要组成部分，W3C 组织早在 2014 年 5 月就提出过 Service Worker 这样的一个 HTML5 API ，主要用来做持久的离线缓存，也是Web Worker的升级版。；Service worker (简称 SW) 是一个注册在指定源和路径下的事件驱动 Worker,3,web前端开发,JavaScript、Web Worker、Service Worker、缓存,技术知识
什么是 PWA？,PWA的中文名叫做渐进式网页应用，早在2014年， W3C 公布过 Service Worker 的相关草案，但是其在生产环境被 Chrome 支持是在 2015 年；自 2015 年以来，PWA 相关的技术不断升级优化，在用户体验和用户留存两方面都提供了非常好的解决方案；需要特别说明的是，PWA 不是特指某一项技术，而是应用了多项技术的 Web App,3,web前端开发,JavaScript、Service Worker,技术知识
NaN 是什么，用 typeof 会输出什么？,NaN：Not a Number，表示非数字；typeof NaN === 'number',2,web前端开发,JavaScript,技术知识
async/await 和 Promise 有什么关系？,如果方法内无await节点；return 一个字面量则会得到一个{PromiseStatus: resolved}的Promise。；throw 一个Error则会得到一个{PromiseStatus: rejected}的Promise。；如果方法内有await节点；async会返回一个{PromiseStatus: pending}的Promise（发生切换，异步等待Promise的执行结果）。；Promise的resolve会使得await的代码节点获得相应的返回结果，并继续向下执行。；Promise的reject 会使得await的代码节点自动抛出相应的异常，终止向下继续执行。,3,web前端开发,JavaScript、Promise、Generator、async/await,技术知识
Promise中，resolve后面的语句是否还会执行？,会被执行。如果不需要执行，需要在 resolve 语句前加上 return。,2,web前端开发,JavaScript、Promise,技术知识
写一个 LRU 缓存函数,"需要提供put方法，用于写入不同的缓存数据，假设每条数据形式是{'域名','info'},例如{'[<span style=""color: rgb(36,91,219); background-color: inherit"">https://segmentfault.com</span>](h…；当缓存达到上限时， 调用put写入缓存之前, 要删除最近最少使用的数据；提供get方法，用于读取缓存数据，同时需要把被读取的数据，移动到最近使用数据 ；考虑到读取性能，希望get操作的复杂度是O(1)（简单理解就是，读取缓存时不能去遍历所有数据）；如果遇到要删除数据，则优先从前面删除, 因为最前面的必定是最不常用数据；如果读取某条数据，则应该把数据放到末尾，保证该数据变为最近使用数据；如果待写入的域名，已存在于内存之中，直接更新数据并移动到末尾；根据给定的key，查找是否有对应的信息，若不存在则返回false",3,web前端开发,JavaScript、HTTPS、class、this、缓存,技术知识
JSBridge是什么？,JSBridge是给 JavaScript 提供调用 Native 功能的接口，让混合开发中的前端部分可以方便地使用 Native 的功能（例如：地址位置、摄像头）。；实际上，JSBridge 就像其名称中的Bridge的意义一样，是 Native 和非 Native 之间的桥梁，它的核心是构建 Native 和非 Native 间消息通信的通道，而且这个通信的通道是双向的。,2,web前端开发,JavaScript、接口,技术知识
Babel 是什么？,Babel 是一个 JavaScript 编译器。；Babel 是一个工具链，主要用于将采用 ECMAScript 2015+ 语法编写的代码转换为向后兼容的 JavaScript 语法，以便能够运行在当前和旧版本的浏览器或其他环境中。,2,web前端开发,JavaScript、Babel、编译,技术知识
npm 是什么？,允许用户从NPM服务器下载别人编写的第三方包到本地使用。；允许用户从NPM服务器下载并安装别人编写的命令行程序到本地使用。；允许用户将自己编写的包或命令行程序上传到NPM服务器供别人使用。,2,web前端开发,JavaScript、Node.js,技术知识
CSR和SSR分别是什么？,对于html的加载，以React为例，我们习惯的做法是加载js文件中的React代码，去生成页面渲染，同时，js也完成页面交互事件的绑定，这样的一个过程就是CSR（客户端渲染）。；但如果这个js文件比较大的话，加载起来就会比较慢，到达页面渲染的时间就会比较长，导致首屏白屏；但是服务端渲染的页面交互能力有限，如果要实现复杂交互，还是要通过引入js文件来辅助实现，我们把页面的展示内容和交互写在一起，让代码执行两次，这种方式就叫同构。；CSR和SSR的区别在于，最终的html代码是从客户端添加的还是从服务端。,2,web前端开发,JavaScript、SSR,技术知识
微前端中的应用隔离是什么，一般是怎么实现的？,应用隔离问题主要分为主应用和微应用，微应用和微应用之间的JavaScript执行环境隔离，CSS样式隔离。；当主应用和微应用同屏渲染时，就可能会有一些样式会相互污染，如果要彻底隔离CSS污染，可以采用CSS Module 或者命名空间的方式，给每个微应用模块以特定前缀，即可保证不会互相干扰，可以采用webpack的postcss插件，在打包时添加特定的前缀。；而对于微应用与微应用之间的CSS隔离就非常简单，在每次应用加载时，将该应用所有的link和style 内容进行标记；JavaScript隔离,4,web前端开发,JavaScript、微前端、Proxy、Webpack,技术知识
实现微前端有哪些技术方案？,Nginx路由转发；iframe嵌套；Web Components；组合式应用路由分发,3,web前端开发,JavaScript、Web Components、微前端、Nginx,技术知识
微前端可以解决什么问题？,拆分和细化；整合历史系统；技术栈无关；独立开发、独立部署；增量升级；独立运行时,3,web前端开发,JavaScript、微前端,技术知识
什么是微前端？,微前端（Micro-Frontends）是一种类似于微服务的架构，它将微服务的理念应用于浏览器端，即将 Web 应用由单一的单体应用转变为多个小型前端应用聚合为一的应用。；各个前端应用还可以独立运行、独立开发、独立部署。；微前端不是单纯的前端框架或者工具，而是一套架构体系,4,web前端开发,JavaScript、微前端,技术知识
== !\[]结果是什么？,"\== 中，左右两边都需要转换为数字然后进行比较。；\[]转换为数字为0。；!\[] 首先是转换为布尔值，由于\[]作为一个引用类型转换为布尔值为true, 因此!\[]为false，进而在转换成数字，变为0",2,web前端开发,JavaScript,技术知识
forEach中return有效果吗？如何中断forEach循环？,使用try监视代码块，在需要中断的地方抛出异常。；官方推荐方法（替换方法）：用every和some替代forEach函数。；every在碰到return false的时候，中止循环。；some在碰到return true的时候，中止循环。,2,web前端开发,JavaScript,技术知识
下面执行后输出什么？,"因为setTimeout为宏任务，由于JS中单线程eventLoop机制，在主线程同步任务执行完后才去执行宏任 务，因此循环结束后setTimeout中的回调才依次执行，但输出i的时候当前作用域没有，往上一级再找，发现了i,此时循环已经结束，i变成了6",3,web前端开发,JavaScript、作用域、线程,技术知识
改造下面的代码，让它输出1，2，3，4，5,"利用IIFE(立即执行函数表达式)当每次for循环时，把此时的i变量传递到定时器中；给定时器传入第三个参数, 作为timer函数的第一个函数参数；使用ES6中的let",3,web前端开发,JavaScript、作用域链、作用域、let,场景题
Object.is和===有什么区别？,Object在严格等于的基础上修复了一些特殊情况下的失误，具体来说就是+0和-0，NaN和NaN。,2,web前端开发,JavaScript,技术知识
instanceof能否判断基本数据类型？,其实就是自定义instanceof行为的一种方式，这里将原有的instanceof方法重定义，换成了typeof，因此能够判断基本数据类型。,1,web前端开发,JavaScript、Symbol、class,技术知识
typeof 是否能正确判断类型？,"对于原始类型来说，除了 null 都可以调用typeof显示正确的类型。；但对于引用数据类型，除了函数之外，都会显示""object""。；因此采用typeof判断对象数据类型是不合适的，采用instanceof会更好，instanceof的原理是基于原型链的查询，只要处于原型链中，判断永远为true",3,web前端开发,JavaScript、原型链、Symbol、const,技术知识
什么是BigInt？,BigInt是一种新的数据类型，用于当整数值大于Number数据类型支持的范围时,2,web前端开发,JavaScript,技术知识
0.1+0.2为什么不等于0.3？,0.1和0.2在转换成二进制后会无限循环，由于标准位数的限制后面多余的位数会被截掉，此时就已经出现了精度的损失，相加后因浮点数小数位的限制而截断的二进制数字在转换为十进制就会变成 0.30000000000000004。：1和0.2在转换成二进制后会无限循环，由于标准位数的限制后面多余的位数会被截掉，此时就已经出现了精度的损失，相加后因浮点数小数位的限制而截断的二进制数字在转换为十进制就会变成 0.30000000000000004。,2,web前端开发,JavaScript,技术知识
'1'.toString()为什么不会报错？,第一步: 创建Object类实例；第二步: 调用实例方法。；第三步: 执行完方法立即销毁这个实例。,2,web前端开发,JavaScript、Symbol、var,技术知识
null是对象吗？为什么？,虽然 typeof null 会输出 object，但是这只是 JS 存在的一个悠久 Bug,2,web前端开发,JavaScript,技术知识
什么是内存泄漏？什么原因会导致呢？,根据JS的垃圾回收机制，当内存中引用的次数为0的时候内存才会被回收；全局执行上下文中的对象被标记为不再使用才会被释放；全局变量过多；事件监听未被移除,4,web前端开发,JavaScript、内存泄漏、垃圾回收、useEffect,技术知识
webSocket如何兼容低浏览器？,ActiveX HTMLFile (IE) ；基于 multipart 编码发送 XHR；基于长轮询的 XHR,2,web前端开发,JavaScript、WebSocket,技术知识
什么是跨域？,协议相同（protocol）；主机相同（host）；端口相同（port）,2,web前端开发,JavaScript、同源策略、跨域、接口,技术知识
