题目,答案要点,难度,相关岗位,标签,题目类型
PlayerPrefs 读写 int 常用哪些 API？,"PlayerPrefs.SetInt(key, value) 与 PlayerPrefs.GetInt(key[, defaultValue])；修改后可用 PlayerPrefs.Save() 强制落盘（部分平台）。",2,Unity客户端开发,综合,技术知识
运行时如何销毁 UnityEngine.Object 及其子类实例？,Destroy(obj)；编辑器立即需求用 DestroyImmediate。,2,Unity客户端开发,综合,技术知识
Destroy 与 DestroyImmediate 有什么区别？各适用于什么场景？,Destroy 排队在帧末销毁，运行期安全；DestroyImmediate 立即执行，可能打断当前帧内其他逻辑并破坏序列化引用，主要用于编辑器工具或非运行态。,1,Unity客户端开发,综合,项目经历深挖
应用退出时可能触发哪些回调？,OnApplicationQuit、OnDestroy；注意平台差异。,1,Unity客户端开发,综合,技术知识
Unity 中往控制台输出日志常用什么 API？,Debug.Log 系列。,2,Unity客户端开发,综合,行为题
Mathf.Round、 Mathf.Clamp、 Mathf.Lerp 分别是什么含义？,Round 四舍五入到最近整数；Clamp 将值限制在 min~max；Lerp 线性插值（t 通常 0~1）。,2,Unity客户端开发,综合,技术知识
切换场景后如何让某个 GameObject 不被销毁？,DontDestroyOnLoad(gameObject)。,2,Unity客户端开发,综合,技术知识
若一物体需绕空间中某固定点以恒定角速度做圆周运动，思路是什么？,"思路：以目标点为枢轴，每帧用 Quaternion.AngleAxis(speed * dt, axis) 左乘当前位置相对枢轴的偏移向量，再加回枢轴位置；或用 RotateAround。",2,Unity客户端开发,综合,技术知识
第三人称角色控制器实现时通常要考虑哪些要点？,常见做法：CharacterController.Move 配合相机 forward/right 投影移动方向；或 Rigidbody 速度控制；跳跃用地面检测（SphereCast/射线）；旋转用 Quaternion 对齐相机朝向。,2,Unity客户端开发,综合,技术知识
获取、添加、删除组件分别常用哪些 API？,GetComponent/TryGetComponent；AddComponent；Destroy(component)。,2,Unity客户端开发,综合,技术知识
在代码里如何让物体绕自身旋转？,transform.Rotate；或赋值 localRotation/rotation（Quaternion）。,2,Unity客户端开发,综合,项目经历深挖
物体绕空间中某点旋转常用什么函数？,transform.RotateAround。,2,Unity客户端开发,综合,技术知识
运行时如何销毁 UnityEngine.Object 及其子类实例？,Destroy(obj)；编辑器立即需求用 DestroyImmediate。,2,Unity客户端开发,综合,技术知识
Destroy 与 DestroyImmediate 有什么区别？各适用于什么场景？,Destroy 排队在帧末销毁，运行期安全；DestroyImmediate 立即执行，可能打断当前帧内其他逻辑并破坏序列化引用，主要用于编辑器工具或非运行态。,1,Unity客户端开发,综合,技术知识
应用退出时可能触发哪些回调？,OnApplicationQuit、OnDestroy；注意平台差异。,1,Unity客户端开发,综合,技术知识
Unity 中往控制台输出日志常用什么 API？,Debug.Log 系列。,2,Unity客户端开发,综合,技术知识
Mathf.Round、 Mathf.Clamp、 Mathf.Lerp 分别是什么含义？,Round 四舍五入到最近整数；Clamp 将值限制在 min~max；Lerp 线性插值（t 通常 0~1）。,2,Unity客户端开发,综合,项目经历深挖
切换场景后如何让某个 GameObject 不被销毁？,DontDestroyOnLoad(gameObject)。,2,Unity客户端开发,综合,技术知识
请谈谈射线检测（Raycast）在 Unity 中的含义与应用要点？,Physics.Raycast / RaycastAll / SphereCast 等从起点沿方向检测碰撞体，可设 LayerMask、最大距离、QueryTriggerInteraction；用于拾取、射击判定、地面检测等。,2,Unity客户端开发,物理,项目经历深挖
请谈谈 Renderer 可见性回调在 Unity 中的应用要点？,如 OnBecameVisible/OnBecameInvisible 在可见性变化时回调，可做 LOD 逻辑或暂停不可见对象更新；需有 Renderer 且相机剔除状态变化时触发。,2,Unity客户端开发,渲染,技术知识
请谈谈视锥体与包围盒检测在 Unity 中的用途？,用 GeometryUtility.TestPlanesAABB 等判断包围盒是否在相机视锥内；可做粗裁剪减少逻辑更新或结合 Occlusion Culling。,2,Unity客户端开发,综合,技术知识
请谈谈遮挡剔除在 Unity 大场景中的意义？,Unity Occlusion Culling 预烘焙遮挡数据；URP/HDRP 各有额外剔除与 GPU Driven 方向；大场景还可用手动 Portal/分层加载。,2,Unity客户端开发,综合,技术知识
调整刚体碰撞检测模式对高速物体有什么帮助？,Rigidbody 上 Collision Detection 选 Discrete/Continuous/Continuous Dynamic，高速小物体用 Continuous Dynamic 减轻穿透。,2,Unity客户端开发,物理,技术知识
提高物理更新频率会带来什么权衡？,Time.fixedDeltaTime 更小则模拟更细但 CPU 更高；可在 Project Settings > Physics 调整默认步长。,2,Unity客户端开发,综合,技术知识
物理里预检测与约束常用于解决什么问题？,在移动前用 Cast/Sweep 预判碰撞；用关节与限制约束减少不稳定；对子弹可用射线替代纯离散碰撞。,2,Unity客户端开发,综合,行为题
碰撞体设计如何影响性能与稳定性？,优先简单碰撞体（Box/Sphere/Capsule），复杂网格用凸包或简化 MeshCollider；非必要不用 MeshCollider 做动态物体。,2,Unity客户端开发,物理,技术知识
Physics.Raycast 的典型用法与注意点有哪些？,"Physics.Raycast(origin, direction, out hit, maxDistance, layerMask) 返回是否命中并写入 RaycastHit；注意 LayerMask 与触发器交互设置。",2,Unity客户端开发,综合,技术知识
如何从相机发射指向鼠标位置的射线？,Camera.ScreenPointToRay(Input.mousePosition) 得到 Ray，再 Raycast 与场景交互（点选、放置）。,2,Unity客户端开发,物理,技术知识
射击游戏命中判定常用哪些物理检测手段？,即时判定常用射线或 SphereCast 从枪口发射；弹道下坠可分段 Raycast；需区分命中 Collider 与伤害层。,2,Unity客户端开发,综合,技术知识
角色是否着地的常见检测方式有哪些？,脚下短射线、SphereCast、或 CharacterController.isGrounded；注意坡度、台阶与 LayerMask。,2,Unity客户端开发,综合,技术知识
AI 视线检测常用射线时要注意什么？,Physics.Raycast 从 AI 眼点到目标，中间被遮挡则不可见；可配合 LayerMask 忽略透明或友军。,2,Unity客户端开发,综合,行为题
如何实现多段穿透或连续命中检测？,RaycastAll 按距离排序取多个命中；或循环 Raycast 忽略已命中碰撞体继续穿透检测。,2,Unity客户端开发,综合,场景题
高频物理检测时如何做零 GC 优化？,复用 RaycastHit 与非分配 API：Physics.RaycastNonAlloc、SphereCastNonAlloc、OverlapBoxNonAlloc 等，避免每帧分配数组。,4,Unity客户端开发,GC,场景题
薄板漏检常用哪些体积检测或物理设置缓解？,薄物体用 SphereCast/CapsuleCast 或加厚碰撞体；提高物理频率或使用连续碰撞检测。,2,Unity客户端开发,综合,技术知识
Unity 协程与操作系统线程有什么区别？,Unity 协程在主线程分片执行，可访问引擎 API；线程并行但默认不能碰 Unity 对象。协程基于 IEnumerator/yield，非抢占式。,1,Unity客户端开发,协程,技术知识
协程里如何实现「直到某条件满足再继续」？,自定义 yield 返回对象实现 IEnumerator，或 yield return new WaitUntil(() => cond)；也可用 yield return null 每帧检查。,2,Unity客户端开发,综合,场景题
协程嵌套启动时，执行顺序大致如何？,StartCoroutine 可启动子协程；子协程 yield 外层 IEnumerator 时会等待内层 MoveNext 完成；本质都是迭代器状态机由引擎驱动。,4,Unity客户端开发,协程,技术知识
为什么协程方法不能像普通函数那样直接返回值？,协程方法是 IEnumerator，通过 yield 传控制流而非函数返回值；需要结果可用回调、事件或 async/UniTask 等模式。,2,Unity客户端开发,协程,技术知识
Unity 协程与 UniTask 各有什么优劣？,协程无类型、错误栈差、与 C# async 生态割裂；UniTask 值类型异步、可取消、与 Task 互操作更好，适合复杂异步流程。,2,Unity客户端开发,协程,技术知识
如何为协程实现超时或中断？,记录开始时间，在循环里 yield return null 并判断 Time.time - t > limit 则 StopCoroutine；或封装 WaitForSeconds 与标志位。,2,Unity客户端开发,协程,场景题
若面试被问到「射线检测碰撞原理」，你建议怎样组织回答（结论、要点、坑点）？,结论先行；分点说明；结合项目或引擎特性；点出边界条件与性能/内存影响。,4,Unity客户端开发,物理,场景题
Texture 与 Sprite 导入差异在性能敏感模块里如何落地与验证？,Profiler与Memory Profiler采样、对比基线、真机分档、关注GC与帧时间。,1,Unity客户端开发,综合,行为题
简述协程底层原理时，怎样组织回答更清晰？,结论先行；分点说明；结合项目或引擎特性；点出边界条件与性能/内存影响。,4,Unity客户端开发,协程,场景题
ArrayList 与 List<T> 的差异在性能敏感代码里如何体现与验证？,Profiler与Memory Profiler采样、对比基线、真机分档、关注GC与帧时间。,1,Unity客户端开发,综合,行为题
回答 JIT 与 AOT 区别时，建议怎样结构化表达？,结论先行；分点说明；结合项目或引擎特性；点出边界条件与性能/内存影响。,1,Unity客户端开发,综合,场景题
字典实现与哈希冲突对性能敏感模块有何影响？如何验证？,Profiler与Memory Profiler采样、对比基线、真机分档、关注GC与帧时间。,4,Unity客户端开发,数据结构,行为题
谈跨工程迁移资源时，怎样组织回答更完整？,结论先行；分点说明；结合项目或引擎特性；点出边界条件与性能/内存影响。,2,Unity客户端开发,综合,场景题
物理关节类问题与手游性能验证可以怎样结合表述？,Profiler与Memory Profiler采样、对比基线、真机分档、关注GC与帧时间。,2,Unity客户端开发,综合,行为题
接口与抽象类对比题怎样答出层次？,结论先行；分点说明；结合项目或引擎特性；点出边界条件与性能/内存影响。,2,Unity客户端开发,接口与抽象类,场景题
多分辨率 UI 适配在性能敏感场景如何验证效果？,Profiler与Memory Profiler采样、对比基线、真机分档、关注GC与帧时间。,1,Unity客户端开发,综合,行为题
Alpha Test 相关问题如何结构化回答？,结论先行；分点说明；结合项目或引擎特性；点出边界条件与性能/内存影响。,4,Unity客户端开发,综合,场景题
着色器基础与性能验证可以怎样关联回答？,Profiler与Memory Profiler采样、对比基线、真机分档、关注GC与帧时间。,4,Unity客户端开发,综合,行为题
高速物体穿透问题如何结构化回答？,结论先行；分点说明；结合项目或引擎特性；点出边界条件与性能/内存影响。,2,Unity客户端开发,综合,场景题
协程使用与性能验证可以怎样结合说明？,Profiler与Memory Profiler采样、对比基线、真机分档、关注GC与帧时间。,2,Unity客户端开发,协程,行为题
Socket 粘包问题如何结构化回答？,结论先行；分点说明；结合项目或引擎特性；点出边界条件与性能/内存影响。,2,Unity客户端开发,综合,场景题
