题目,答案要点,难度,相关岗位,标签,题目类型
Redux状态管理理器器和变量量挂载到window中有什什么区别？,挂载到window是全局变量，容易造成命名冲突、数据被意外修改且无法追踪，且不具备响应式。Redux提供单向数据流、可预测的状态变更（Reducer）、时间旅行调试以及与React深度集成的响应式更新。,3,web前端开发,React、Redux、真题-兑吧,技术知识
webpack和gulp的优缺点,Webpack是模块打包工具，擅长依赖管理和将各种资源打包成静态文件，适合SPA；缺点是配置复杂。Gulp是基于流的任务构建工具，擅长自动化执行重复任务（如编译、压缩），配置简单，但不擅长模块化打包。,3,web前端开发,工程化、Webpack、真题-兑吧,行为题
如何实现异步加载？,1. 动态创建`<script>`标签；2. 给script标签添加`async`或`defer`属性；3. 在Webpack中使用动态`import()`语法实现代码分割和按需加载；4. React中使用`React.lazy`和`Suspense`。,3,web前端开发,前端基础、真题-兑吧,技术知识
如何实现分模块打包（多⼊入⼝口）？,在Webpack配置中，将`entry`属性设置为一个对象，对象的键为入口名称，值为对应的文件路径。同时在`output`的`filename`中使用`[name].js`占位符来输出多个打包文件。,3,web前端开发,工程化、真题-兑吧,技术知识
前端性能优化（1js css；2 图⽚片；3 缓存预加载； 4 SSR； 5 多域名加载；6 负载均衡）,优化手段包括：压缩合并JS/CSS、图片懒加载与WebP格式、利用强缓存与协商缓存、资源预加载(preload/prefetch)、服务端渲染(SSR)加快首屏、多域名突破浏览器并发限制、以及CDN和负载均衡降低服务器压力。,4,web前端开发,CSS、Node.js、计算机网络、性能优化、预加载、真题-兑吧,技术知识
并发请求资源数上限（6个）,同一域名下，现代浏览器通常限制并发HTTP/1.1请求数为6个左右。突破方法：1. 域名分片（将资源分布在多个子域名下）；2. 升级到HTTP/2，支持多路复用，单一连接可并发处理多个请求。,3,web前端开发,前端基础、真题-兑吧,技术知识
base64为什什么能提升性能，缺点,Base64可将小图片内联到CSS/HTML中，减少HTTP请求数量，提升页面加载速度。缺点：会使文件体积增加约1/3，增加CSS/HTML的解析时间，且无法利用浏览器的图片缓存机制。,4,web前端开发,性能优化、真题-兑吧,行为题
介绍webp这个图⽚片⽂文件格式,WebP是Google推出的一种图片格式，支持有损和无损压缩，支持透明度（Alpha通道）和动画。在同等画质下，其体积比JPEG/PNG小很多，能显著提升页面加载性能，但需注意浏览器兼容性。,3,web前端开发,前端基础、真题-兑吧,技术知识
介绍koa223. Promise如何实现的24. 异步请求，低版本fetch如何低版本适配25. ajax如何处理理跨域26. CORS如何设置27. jsonp为什什么不不⽀支持post⽅方法28. 介绍同源策略略29. React使⽤用过的⼀一些组件30. 介绍Immuable31. 介绍下redux整个流程原理理32. 介绍原型链 33. 如何继承？,Koa是基于Node.js的轻量级Web框架，核心是洋葱模型的中间件机制。它利用async/await处理异步，相比Express避免了回调地狱，提供了更优雅的请求响应处理流程和错误捕获机制。,4,web前端开发,React、JavaScript、计算机网络、前端安全、原型链、真题-兑吧,场景题
Promise如何实现的？,Promise内部维护状态(state)、值(value)和回调队列。调用then时，若状态为pending则将回调存入队列；若已敲定则通过微任务执行回调。resolve/reject执行时会改变状态并依次触发队列中的回调。,3,web前端开发,JavaScript、Promise、真题-兑吧,技术知识
异步请求，低版本fetch如何低版本适配？,Fetch API在旧版浏览器（如IE）中不支持。可以通过引入Polyfill（如`whatwg-fetch`）来适配，其底层通常是基于XMLHttpRequest(XHR)封装实现的，以提供与原生Fetch一致的API。,2,web前端开发,前端基础、Fetch、真题-兑吧,技术知识
ajax如何处理理跨域？,AJAX本身受同源策略限制。处理跨域常用方法：1. 服务端配置CORS（最常用）；2. JSONP（仅支持GET）；3. 开发环境使用Webpack Dev Server的Proxy代理；4. 生产环境使用Nginx反向代理。,4,web前端开发/后端开发,计算机网络、跨域、Ajax、真题-兑吧,场景题
CORS如何设置？,CORS需要在服务端设置HTTP响应头。关键头是`Access-Control-Allow-Origin`（允许的源）。对于复杂请求，浏览器会先发OPTIONS预检请求，服务端还需配置允许的Methods和Headers等。,3,web前端开发/后端开发,计算机网络、CORS、真题-兑吧,技术知识
jsonp为什什么不不⽀支持post⽅方法,JSONP的原理是动态创建`<script>`标签，利用script标签的src属性不受同源策略限制的特性来跨域获取数据。因为script标签加载资源只能通过GET请求发起，所以JSONP天然不支持POST方法。,3,web前端开发,前端基础、JSONP、真题-兑吧,技术知识
介绍同源策略略,同源策略是浏览器的一种安全机制，限制了一个源的文档或脚本如何与另一个源的资源进行交互。只有当协议、域名、端口号完全相同时，才属于同源，否则会限制DOM访问、AJAX请求和Cookie读取等。,3,web前端开发,前端安全、同源策略、真题-兑吧,技术知识
React使⽤用过的⼀一些组件,常用组件库包括Ant Design、Material-UI (MUI)、Chakra UI等。常用功能组件有：Button、Table、Modal、Form、Select等。此外还常使用React Router的路由组件和React Transition Group的动画组件。,2,web前端开发,React、真题-兑吧,技术知识
介绍Immuable,Immutable.js提供不可变数据结构。数据一旦创建就不能修改，任何修改都会返回一个新对象，同时利用结构共享（Trie树）复用未修改的部分，极大提升了深拷贝和React性能优化（如shouldComponentUpdate）的效率。,5,web前端开发,前端基础、真题-兑吧,技术知识
介绍下redux整个流程原理理,组件触发(dispatch)一个Action；Store将当前State和Action传给Reducer；Reducer根据Action类型计算并返回新的State；Store更新状态后通知所有订阅的组件（如通过connect），组件获取新状态并重新渲染。,4,web前端开发,React、Redux、真题-兑吧,技术知识
介绍原型链,在JS中，当访问对象的一个属性时，如果对象本身没有，就会去它的`__proto__`（即构造函数的prototype）中查找。如果还没有，就继续往上找，直到找到Object.prototype.__proto__（null）为止，这种链式结构就是原型链。,3,web前端开发,JavaScript、原型链、真题-兑吧,技术知识
如何继承？,ES5常用组合继承（原型链继承+借用构造函数继承）或寄生组合式继承（最佳实践，使用Object.create）。ES6引入了class和extends关键字，底层依然是基于原型链的语法糖，使继承更加直观和面向对象。,3,web前端开发,前端基础、继承、真题-兑吧,技术知识
介绍JS数据类型，基本数据类型和引⽤用数据类型的区别？,"JS数据类型分基本类型（String, Number, Boolean, Null, Undefined, Symbol, BigInt）和引用类型（Object, Array, Function等）。基本类型按值存储在栈内存中；引用类型在栈中存指针，真实数据存在堆内存中。",3,web前端开发,前端基础、真题-微医,技术知识
Array是Object类型吗？,是的，在JavaScript中，Array是Object的一种特殊形态。使用`typeof []`会返回`'object'`，并且Array的原型链最终指向`Object.prototype`。,3,web前端开发,前端基础、真题-微医,技术知识
"数据类型分别存在哪⾥里里a. var a = {name: ""前端开发""}; var b = a; a = null那么b输出什什么b. var a = {b: 1}存放在哪⾥里里c. var a = {b: {c: 1}}存放在哪⾥里里",a. b输出`{name: '前端开发'}`，因为b保存的是堆内存地址，a=null只清除了a的引用。b. a的指针在栈，`{b:1}`在堆。c. a的指针在栈，`{b: {...}}`在堆，内部的`{c:1}`也在堆中，由外层对象引用。,2,web前端开发,前端基础、var、真题-微医,技术知识
栈和堆的区别？,栈（Stack）由操作系统自动分配释放，存放基本类型值和引用类型的指针，遵循先进后出，空间小、速度快。堆（Heap）由开发者或垃圾回收机制管理，存放引用类型数据，空间大、大小不固定。,4,web前端开发,前端基础、真题-微医,技术知识
垃圾回收时栈和堆的区别？,栈内存中的变量在执行环境（如函数）出栈时自动销毁；堆内存中的对象则依赖垃圾回收器（如标记清除算法），当对象不再被任何变量引用时，才会被回收释放。,4,web前端开发,浏览器、垃圾回收、真题-微医,技术知识
数组⾥里里⾯面有10万个数据，取第⼀一个元素和第10万个元素的时间相差多少？,在连续内存分配（如C语言或JS中同类型元素的密集数组）中，数组通过索引访问的时间复杂度是O(1)，所以取第一个和第10万个元素的时间基本相同，相差无几。,2,web前端开发,前端基础、真题-微医,技术知识
栈和堆具体怎么存储？,基本数据类型的变量名和值直接存储在栈内存中。引用数据类型的变量名和指向堆内存的地址指针存储在栈内存中，而实际的对象数据存储在堆内存中。,1,web前端开发,前端基础、真题-微医,技术知识
介绍闭包以及闭包为什什么没清除,闭包是函数和声明该函数的词法环境的组合。它没被清除是因为外部作用域保留了对闭包函数的引用，导致闭包函数内部引用的外部变量无法被垃圾回收机制标记为可回收。,4,web前端开发,JavaScript、闭包、真题-微医,技术知识
闭包的使⽤用场景,常见场景包括：1. 模块化封装，实现私有变量和方法；2. 防抖和节流函数；3. 柯里化（Currying）；4. 在循环中绑定事件保留索引值；5. React Hooks中的状态保存。,3,web前端开发,JavaScript、闭包、真题-微医,技术知识
JS怎么实现异步？,"JS是单线程的，通过事件循环（Event Loop）实现异步。异步机制依赖于宿主环境（浏览器或Node.js）提供的Web APIs（如setTimeout, DOM事件, AJAX），配合任务队列（宏任务、微任务）来调度执行。",3,web前端开发,前端基础、真题-微医,技术知识
异步整个执⾏行行周期,1. 同步代码执行；2. 遇到异步任务交由宿主环境处理；3. 异步操作完成后，回调推入任务队列；4. 主线程执行栈清空后，先清空微任务队列；5. 取出一个宏任务执行；6. 循环上述过程。,3,web前端开发,前端基础、真题-微医,技术知识
Promise的三种状态,Promise有三种状态：pending（进行中）、fulfilled（已成功，也叫resolved）和rejected（已失败）。状态只能从pending转为fulfilled或rejected，且不可逆。,3,web前端开发,JavaScript、Promise、真题-微医,技术知识
Async/Await怎么实现？,Async/Await是Generator函数和Promise的语法糖。它通过内置的执行器自动步进Generator，将await后面的表达式包装成Promise，并在Promise resolve后恢复Generator的执行，使异步代码看起来像同步。,3,web前端开发,前端基础、async/await、真题-微医,技术知识
Promise和setTimeout执⾏行行先后的区别？,Promise的then回调属于微任务（Microtask），而setTimeout的回调属于宏任务（Macrotask）。在事件循环中，当前宏任务执行完毕后，会先清空所有微任务，然后再执行下一个宏任务，所以Promise.then先于setTimeout执行。,3,web前端开发,JavaScript、Promise、真题-微医,技术知识
JS为什什么要区分微任务和宏任务,为了在实时性和效率之间取得平衡。如果只有宏任务，高优先级的任务无法及时执行；如果全是同步，会阻塞渲染。微任务允许在当前宏任务结束后、UI渲染前快速插队执行，保证了状态更新的及时性。,3,web前端开发,浏览器、真题-微医,技术知识
Promise构造函数是同步还是异步执⾏行行，then呢？,Promise构造函数接收的executor函数是同步执行的，在new Promise时立即执行。而then方法中注册的回调函数是异步执行的，会被放入微任务队列中等待执行。,3,web前端开发,JavaScript、Promise、真题-微医,技术知识
发布-订阅和观察者模式的区别？,观察者模式中，观察者和目标直接交互，目标状态改变直接通知观察者。发布-订阅模式引入了事件调度中心（Event Bus），发布者和订阅者不直接通信，实现了解耦。,2,web前端开发,前端基础、观察者模式、真题-微医,技术知识
JS执⾏行行过程中分为哪些阶段？,主要分为编译阶段和执行阶段。编译阶段进行词法分析、语法分析、代码生成，并创建执行上下文（变量提升、函数提升）。执行阶段则按顺序执行代码，进行变量赋值和函数调用。,3,web前端开发,前端基础、真题-微医,技术知识
词法作⽤用域和this的区别？,词法作用域（静态作用域）在代码书写时（函数定义时）就确定了，与函数在哪里调用无关。而this是动态绑定的，其指向在函数被调用时才确定，取决于函数的调用方式。,3,web前端开发,JavaScript、this、真题-微医,技术知识
平常是怎么做继承？,ES5中常用寄生组合式继承，通过借用构造函数继承实例属性，通过Object.create继承原型方法。ES6中直接使用class和extends关键字实现继承，语法更简洁清晰。,3,web前端开发,前端基础、继承、真题-微医,技术知识
深拷⻉贝和浅拷⻉贝,浅拷贝只复制对象的第一层属性，如果属性是引用类型，则复制的是指针（如Object.assign、展开运算符）。深拷贝会递归复制所有层级，生成一个完全独立的新对象（如JSON.parse(JSON.stringify())或递归克隆）。,2,web前端开发,前端基础、真题-微医,技术知识
loadsh深拷⻉贝实现原理理,"Lodash的cloneDeep通过递归遍历对象实现。它处理了各种数据类型（如Date, RegExp, Map, Set），并使用一个栈（或Map/WeakMap）来记录已经拷贝过的对象，从而解决循环引用的问题。",4,web前端开发,前端基础、真题-微医,技术知识
ES6中let块作⽤用域是怎么实现的？,底层通过词法环境（Lexical Environment）实现。在执行上下文中，let/const声明的变量会被放在词法环境中，而不是变量环境中。进入块级作用域时，会创建一个新的词法环境压入栈顶，退出时弹出。,3,web前端开发,前端基础、let、真题-微医,技术知识
React中setState后发⽣生了了什什么a. setState为什什么默认是异步b. setState什什么时候是同步的,setState后React会将状态变更加入队列，然后触发调和（Reconciliation）过程对比虚拟DOM，最后批量更新真实DOM。a. 异步是为了性能优化，避免频繁渲染。b. 在React 18之前，在setTimeout或原生事件中是同步的；React 18后默认全异步（自动批处理）。,4,web前端开发,React、真题-微医,技术知识
为什什么3⼤大框架出现以后就出现很多native（RN）框架（虚拟DOM）,因为三大框架引入了虚拟DOM的概念。虚拟DOM是对真实UI的抽象描述（JS对象），这使得框架可以脱离浏览器环境，通过不同的渲染器（Renderer）将同一套虚拟DOM映射到原生iOS/Android组件上，实现跨平台。,4,web前端开发,HTML、虚拟DOM、DOM、真题-微医,技术知识
虚拟DOM主要做了了什什么,虚拟DOM主要做了两件事：1. 提供了一种声明式的UI描述方式，跨平台；2. 在状态更新时，通过Diff算法对比新旧虚拟DOM树，计算出最小的差异（Patch），然后一次性更新到真实DOM上，提升性能。,4,web前端开发,HTML、虚拟DOM、DOM、真题-微医,技术知识
虚拟DOM本身是什什么（JS对象）,虚拟DOM本质上就是一个普通的JavaScript对象，它包含了描述真实DOM节点所需的所有信息，如标签名（type）、属性（props）和子节点（children）等。,4,web前端开发,HTML、虚拟DOM、DOM、真题-微医,技术知识
304是什什么,304 Not Modified是HTTP状态码，表示客户端发送了一个带条件的GET请求（如包含If-Modified-Since或If-None-Match），服务器判断资源未被修改，告诉客户端可以直接使用本地缓存。,2,web前端开发,前端基础、真题-微医,技术知识
打包时Hash码是怎么⽣生成的？,Webpack中的Hash主要有三种：hash（每次构建生成唯一hash）、chunkhash（根据不同入口chunk生成）、contenthash（根据文件内容生成）。它们都是通过对相应内容进行MD4/MD5等摘要算法计算得出的。,2,web前端开发,工程化、真题-微医,技术知识
随机值存在⼀一样的情况，如何避免？,可以通过增加随机源的熵来避免碰撞。例如结合时间戳（Date.now()）、Math.random()、以及机器/进程信息。在前端常使用`crypto.getRandomValues()`生成高强度的加密随机数，或使用UUID/GUID库。,2,web前端开发,前端基础、真题-微医,技术知识
使⽤用webpack构建时有⽆无做⼀一些⾃自定义操作,常做的自定义操作包括：编写自定义Loader处理特定格式文件，编写自定义Plugin在构建生命周期的特定钩子（hooks）注入逻辑（如自动上传CDN、生成特定清单文件、清理无用代码等）。,5,web前端开发,工程化、Webpack、真题-微医,技术知识
webpack做了了什什么,Webpack是一个模块打包器。它从入口文件开始，递归解析依赖图，调用Loader将非JS资源转换为JS模块，调用Plugin执行各种优化和任务，最终将所有模块打包成一个或多个浏览器可执行的Bundle。,3,web前端开发,工程化、Webpack、真题-微医,技术知识
a，b两个按钮，点击aba，返回顺序可能是baa，如何保证是aba（Promise.then）a. node接⼝口转发有⽆无做什什么优化b. node起服务如何保证稳定性，平缓降级，重启等？,保证顺序可维护一个请求队列或使用Promise链式调用（前一个完成再发下一个），或使用版本号丢弃旧请求。a. Node转发可做连接池、缓存、压缩。b. Node服务可通过PM2/Kubernetes进行进程守护、负载均衡和自动重启，配合监控报警和降级策略保证稳定。,3,全栈开发/Node.js开发,JavaScript、Node.js、性能优化、Promise、真题-微医,技术知识
RN有没有做热加载,React Native支持热加载（Hot Reloading）和快速刷新（Fast Refresh）。Fast Refresh结合了热加载和实时重载的优点，能在保持组件局部状态的同时，快速应用代码更改，极大提升了开发体验。,2,web前端开发,前端基础、真题-微医,技术知识
RN遇到的兼容性问题,常见兼容性问题包括：iOS和Android在样式表现上的差异（如阴影、圆角、字体垂直居中）、刘海屏/底部小黑条适配、原生组件（如键盘遮挡、地图、视频）的跨端表现不一致、以及不同系统版本的API差异。,2,web前端开发,前端基础、真题-微医,技术知识
RN如何实现⼀一个原⽣生的组件？,1. 在原生端（Java/Kotlin或ObjC/Swift）编写UI组件；2. 继承特定的ViewManager并暴露属性和事件；3. 注册该模块；4. 在JS端使用`requireNativeComponent`引入并封装为React组件使用。,2,web前端开发,前端基础、真题-微医,技术知识
RN混原⽣生和原⽣生混RN有什什么不不同,RN混原生（RN为主）：在RN应用中嵌入原生UI组件或调用原生模块，通常为了性能或使用特定SDK。原生混RN（原生为主）：在现有原生App中集成RN页面（Brownfield），需处理RN引擎的初始化、生命周期管理和路由跳转。,2,web前端开发,前端基础、真题-微医,技术知识
什什么是单⻚页项⽬目,单页应用（SPA）是指只有一个完整HTML页面的Web应用。页面初始化加载后，后续的交互和视图切换通过前端路由（如React Router）和AJAX局部更新数据来实现，无需重新加载整个页面，体验更流畅。,2,web前端开发,前端基础、真题-微医,技术知识
遇到的复杂业务场景,例如：大型表单的动态联动与校验、复杂权限控制与动态路由、实时大屏/K线图的海量数据渲染优化、富文本编辑器/协同文档的开发、跨端（PC/H5/App）代码复用架构设计等（可结合实际经验展开）。,2,web前端开发,前端基础、真题-微医,技术知识
Promise.all实现原理理,返回一个新Promise。遍历传入的Promise数组，为每个Promise附加.then。维护一个计数器和结果数组，每成功一个则存入对应索引并计数器加1，当计数器等于数组长度时resolve结果数组；若有任何一个reject，则立即reject。,5,web前端开发,JavaScript、Promise、真题-微医,技术知识
介绍Promise的特性，优缺点,Promise是异步编程的一种解决方案，特点是状态不可逆（Pending、Fulfilled、Rejected），可链式调用解决回调地狱。优点是代码更清晰、易于维护和异常捕获；缺点是无法取消Promise，一旦新建就会立即执行；如果不设置回调函数，内部错误不会反应到外部；处于Pending状态时，无法得知目前进展到哪一个阶段。,3,web前端开发,JavaScript、Promise、真题-寺库,行为题
介绍Redux,Redux是一个用于JavaScript应用的可预测状态容器。它包含三个核心原则：单一数据源（整个应用的状态被储存在一棵object tree中）、State是只读的（唯一改变state的方法是触发action）、使用纯函数来执行修改（通过reducer描述action如何改变state）。它常与React结合，便于组件间共享状态。,2,web前端开发,React、Redux、真题-寺库,技术知识
RN的原理理，为什什么可以同时在安卓和IOS端运⾏行行,React Native (RN) 基于React的组件化思想，通过JavaScriptCore解析JS代码。RN在JS端调用组件时，会通过Bridge（桥接层）将虚拟DOM映射为对应平台的原生UI组件。因为RN提供了一套跨平台的抽象API，底层分别实现了iOS和Android的原生渲染，所以可以实现“一次编写，多端运行”。,4,web前端开发,前端基础、真题-寺库,技术知识
RN如何调⽤用原⽣生的⼀一些功能？,RN调用原生功能主要依赖于Native Modules（原生模块）。开发者可以在iOS（Objective-C/Swift）或Android（Java/Kotlin）端实现特定的原生方法，并通过特定的宏或注解将其暴露给JavaScript。JS端通过`NativeModules`引入对应模块，利用Bridge异步通信调用原生功能。,2,web前端开发,前端基础、真题-寺库,技术知识
介绍RN的缺点,RN的缺点包括：1. 性能瓶颈：频繁的JS与Native之间的通信（Bridge层）会导致性能损耗，复杂动画和长列表滑动可能出现卡顿；2. 原生依赖：遇到复杂平台特性或第三方SDK时，仍需编写原生代码；3. 兼容性问题：不同Android机型可能存在适配问题，且RN版本更新频繁，升级成本较高。,2,web前端开发,前端基础、真题-寺库,行为题
介绍排序算法和快排原理理,常见排序算法有冒泡、选择、插入、快排、归并等。快速排序（Quick Sort）采用分治思想：在数据集中选择一个“基准”（pivot），将所有小于基准的元素放在其左边，大于基准的元素放在其右边。然后对左右子集递归执行该操作，直到子集只包含一个元素，整体就变成了有序序列。平均时间复杂度O(NlogN)。,4,web前端开发/通用,算法、排序、真题-寺库,技术知识
堆和栈的区别？,堆（Heap）和栈（Stack）是两种不同的内存分配方式。栈由编译器自动分配释放，用于存储基础数据类型（如数字、字符串）和对象的引用，存取速度快，采用后进先出的结构。堆由开发者或垃圾回收机制分配和释放，用于存储复杂的数据结构（如对象、数组），存取速度相对较慢，内存空间较大。,4,web前端开发,前端基础、真题-寺库,技术知识
介绍闭包,闭包是指有权访问另一个函数作用域中变量的函数，创建闭包的常见方式是在一个函数内部创建另一个函数。闭包的主要作用是保护变量不被污染，并延长局部变量的生命周期，使其常驻内存。常用于模块化开发、实现私有变量和防抖节流函数等。,3,web前端开发,JavaScript、闭包、真题-寺库,技术知识
闭包的核⼼心是什什么,闭包的核心是“作用域链”（Scope Chain）和“词法作用域”。内部函数在定义时就绑定了其所处的词法环境，即使它在其定义的作用域之外被执行，依然能够通过作用域链访问到定义时的外部变量。这使得外部函数的局部变量在执行完毕后不会被立即垃圾回收。,4,web前端开发,JavaScript、闭包、真题-寺库,技术知识
⽹网络的五层模型,计算机网络五层模型自底向上包括：1. 物理层：负责传输比特流（如网线）；2. 数据链路层：将比特组合成帧，进行节点间的数据传输（如MAC地址）；3. 网络层：负责数据包从源到目的地的路由和寻址（如IP协议）；4. 传输层：提供端到端的可靠或不可靠传输服务（如TCP/UDP）；5. 应用层：为应用程序提供网络服务（如HTTP、FTP、DNS）。,2,web前端开发,前端基础、真题-寺库,技术知识
HTTP和HTTPS的区别？,HTTP是超文本传输协议，数据以明文传输，安全性差，默认端口80。HTTPS是在HTTP下加入了SSL/TLS协议，通过证书对服务器进行身份验证，并对传输的数据进行加密，安全性较高，默认端口443。HTTPS能有效防止数据在传输过程中被窃听或篡改，但握手过程更耗时。,4,web前端开发/后端开发,计算机网络、HTTP、HTTPS、真题-寺库,技术知识
HTTPS的加密过程,HTTPS结合了对称加密和非对称加密。1. 客户端发起请求，服务端返回公钥及数字证书；2. 客户端验证证书合法性，若合法则生成一个随机的对称加密秘钥（Session Key）；3. 客户端用服务端的公钥加密该Session Key并发送；4. 服务端用私钥解密得到Session Key；5. 之后双方使用该Session Key进行对称加密的数据通信。,3,web前端开发/后端开发,计算机网络、HTTPS、真题-寺库,技术知识
介绍SSL和TLS,SSL（Secure Sockets Layer）是安全套接层，用于在互联网上建立加密链接。TLS（Transport Layer Security）是传输层安全协议，是SSL的升级版（SSL 3.0之后标准化为TLS 1.0）。它们位于TCP/IP协议与各种应用层协议之间，为数据通信提供安全支持，主要提供数据加密、身份验证和数据完整性保护。,3,web前端开发,前端基础、真题-寺库,技术知识
介绍DNS解析,DNS（Domain Name System）解析是将人类可读的域名（如www.example.com）转换为计算机可识别的IP地址的过程。解析过程通常为：浏览器缓存 -> 操作系统缓存（hosts文件） -> 路由器缓存 -> 本地DNS服务器（ISP） -> 根域名服务器 -> 顶级域名服务器 -> 权威域名服务器，最终获取并缓存IP地址。,3,web前端开发/后端开发,计算机网络、DNS、真题-寺库,技术知识
JS的继承⽅方法,JavaScript的继承主要基于原型链。常见方法包括：1. 原型链继承：将子类的原型指向父类实例；2. 构造函数继承：在子类构造函数中调用父类构造函数（`Parent.call(this)`）；3. 组合继承：结合前两者，原型链继承方法，构造函数继承属性；4. 寄生组合式继承：通过`Object.create()`优化组合继承的缺点；5. ES6的`class`和`extends`关键字实现继承，语法糖本质上也是寄生组合式继承。,3,web前端开发,前端基础、继承、真题-寺库,技术知识
介绍垃圾回收,垃圾回收（GC）是JS引擎自动管理内存的机制。主要算法有两种：1. 标记清除（最常用）：垃圾回收器从根对象（如全局对象）开始，标记所有可以访问到的变量。清除未被标记的变量释放内存。2. 引用计数：跟踪每个值被引用的次数，当引用次数为0时回收。现代浏览器（如V8）还采用了分代回收（新生代和老生代）、增量标记等优化手段。,4,web前端开发,浏览器、垃圾回收、真题-寺库,技术知识
cookie的引⽤用为了了解决什什么问题,Cookie的引入主要是为了解决HTTP协议的无状态（Stateless）特性。HTTP协议本身不保留每次请求的状态，导致服务器无法识别两次请求是否来自同一个用户。通过Cookie，服务器可以在客户端存储少量状态数据（如Session ID、用户登录状态等），并在后续请求中自动带上，从而实现用户会话跟踪。,2,web前端开发,前端基础、Cookie、真题-寺库,技术知识
cookie和localStorage的区别？,1. 容量：Cookie一般不超过4KB，localStorage可达5MB或更大。2. 通信：Cookie在每次HTTP请求时都会被携带发送给服务器，造成带宽浪费；localStorage仅在客户端保存，不参与服务器通信。3. 生命周期：Cookie可设置过期时间，否则默认随浏览器关闭失效；localStorage永久有效，除非手动清除。4. 安全性：Cookie容易遭受CSRF攻击，localStorage可能受到XSS攻击。,3,web前端开发,前端基础、localStorage、Cookie、真题-寺库,技术知识
如何解决跨域问题？,跨域是由于浏览器的同源策略引起的。常见解决方法：1. CORS（跨域资源共享）：服务端设置`Access-Control-Allow-Origin`等响应头，是最主流的方法；2. JSONP：利用`<script>`标签没有跨域限制的漏洞，但只支持GET请求；3. Nginx反向代理：在同源的服务器上配置代理转发请求到目标服务器；4. Node中间件代理（如Webpack devServer中的proxy）；5. postMessage用于前端跨窗口通信。,3,web前端开发/后端开发,计算机网络、跨域、真题-寺库,技术知识
前端性能优化,前端性能优化可分为多方面：1. 网络层面：使用CDN、开启Gzip、减少HTTP请求（合并文件/精灵图）、合理利用缓存（强缓存/协商缓存）。2. 渲染层面：CSS放头部、JS放底部、减少DOM操作、避免重绘（Repaint）和回流（Reflow）、使用虚拟列表、图片懒加载。3. 代码层面：节流与防抖、Web Workers处理耗时任务、Webpack打包优化（代码分割、Tree Shaking）。,4,web前端开发,性能优化、真题-寺库,技术知识
使⽤用canvas绘图时如何组织成通⽤用组件？,可以将Canvas封装为React/Vue组件。通过props传入绘图所需的数据（如坐标、颜色、尺寸等）和配置项。在组件挂载（如`useEffect`或`mounted`）时获取Canvas上下文（`getContext('2d')`），并封装内部的绘制逻辑（如画线、画圆）。同时监听数据变化，当props更新时重新触发绘制函数，实现组件复用。,2,web前端开发,前端基础、Canvas、真题-宝宝树,技术知识
formData和原⽣生的ajax有什什么区别？,FormData是HTML5新增的一个接口，主要用于将表单数据编译成键值对，以便于用XMLHttpRequest来发送数据。原生Ajax本身是一种异步通信技术，而FormData是Ajax发送数据的一种格式载体。使用FormData可以方便地处理文件上传和复杂的表单数据，而不需要手动拼接字符串或处理编码。,2,web前端开发,前端基础、Ajax、真题-宝宝树,技术知识
介绍下表单提交，和formData有什什么关系,传统表单提交会触发页面跳转或刷新，将数据以`application/x-www-form-urlencoded`或`multipart/form-data`格式发送给服务器。FormData对象提供了一种表示表单数据的键值对集合的方式，通过JavaScript可以拦截表单提交事件，将表单元素传入`new FormData(formElement)`，然后通过Ajax异步提交，实现无刷新上传数据和文件。,2,web前端开发,前端基础、真题-宝宝树,技术知识
介绍redux接⼊入流程,1. 定义Action：创建描述状态变化的普通对象；2. 编写Reducer：根据Action的type返回新的State，保持纯函数特性；3. 创建Store：使用`createStore(reducer)`生成全局唯一的store；4. 提供Store：在React中通过`<Provider store={store}>`包裹根组件；5. 连接组件：使用`connect`或`useSelector`/`useDispatch`在组件中获取状态和派发Action。,4,web前端开发,React、Redux、真题-宝宝树,技术知识
rudux和全局管理理有什什么区别（数据可控、数据响应）？,普通的全局变量（如挂载在window上）虽然能共享数据，但无法监听数据变化，且任何地方都能随意修改，导致数据流向不可预测（数据不可控）。Redux提供了严格的单向数据流，只能通过dispatch action来修改状态，修改过程由reducer集中处理，保证了数据的可预测性和可控性。同时，Redux结合React能实现数据变化时的自动响应和视图更新。,4,web前端开发,前端基础、真题-宝宝树,技术知识
RN和原⽣生通信,React Native与原生（Android/iOS）的通信主要通过Bridge（桥接）实现。它是异步的、批处理的。JS端调用原生模块时，会将调用信息序列化为JSON，通过Bridge传递给原生端；原生端解析后执行对应的方法，执行完毕再将结果（如Callback或Promise）通过Bridge回调给JS端。此外还可以通过事件机制（DeviceEventEmitter）进行通信。,3,web前端开发,前端基础、真题-宝宝树,技术知识
介绍MVP怎么组织？,MVP（Model-View-Presenter）是MVC的演进。Model负责数据和业务逻辑；View负责UI展示，通常是Activity/Fragment或前端组件；Presenter作为中间人，负责处理View的交互逻辑，并调用Model更新数据，最后将结果反馈给View。MVP的核心是View和Model完全解耦，它们之间的通信都通过Presenter接口进行。,2,web前端开发,前端基础、真题-宝宝树,技术知识
